uid,url,movie_name,movie_Image,genre,release_date,grade,main_cast,director,critics_rating,cast,crew,producer,crew_roles,critics_review,story,audience_rating,genre2,release_year,main_cast2,director2,cast2,crew2,story_brief
f8648efc-3496-11eb-b890-780cb88b6f04,https://www.filmibeat.com/telugu/movies/mr-rajesh.html,mr. rajesh,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/mr-rajesh-11552.jpg,"Action, Romance",26-Apr-13,,"Jai Akash, Sony Charishta",jai akash,2,"Jai Akash, Sony Charishta","Jai Akash, Khadar Valli, Sai Karthik",Khadar Valli,Director Producer Music Director,[],"Mr. Rajesh is a Telugu action movie, directed by Jai Akash. The cast of Mr. Rajesh includes Jai Akash,Sony Charishta.",che,action romance,2013,jaiakash  sonycharishta,jaiakash,jaiakash  sonycharishta,jaiakash  khadarvalli  saikarthik,rajesh telugu action movi direct jai akash cast rajesh includ jai akash soni charishta
fa83070e-3496-11eb-acf0-780cb88b6f04,https://www.filmibeat.com/telugu/movies/gouravam.html,gouravam,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/gouravam-10994.jpg,Drama,19-Apr-13,U,"Allu Sirish, Yami Gautam",radha mohan,3,"Allu Sirish, Yami Gautam, Prakash Raj, Nassar, Pavitra Lokesh, L.B.Sriram, Haricharan","Radha Mohan, Prakash Raj, Thaman S, Chandra Bose",Prakash Raj,Director Producer Music Director Lyricst Singer,"['Director Radha Mohan and actor-turned-producer Prakash Raj have already worked together in five movies in Telugu and Tamil. Now, they are up with their sixth outing Gouravam and they have selected a fresh face Allu Sirish, the brother of Allu Arjun..']","Gouravam is a social drama with rich production values. Debutante Allu Sirish's electrifying performance is the main highlight in the film. Radha Mohan's interesting story and narration, S Thaman's enchanting music, Preetha's beautiful cinematography, well choreographed action and dance and a few sentimental scenes are other attractions of the movie.Movie starts with Arjun (Allu Sirish) is a son of a rich man. On some business work, his father sends him to a village called SM Palli, where his best friend Shankar is staying. After reaching the village, he comes to know that Shankar has gone missing for the past six months. He decides to find him and a young lawyer called Yamini (Yami Gautam) come to assist him. How he unravels the mystery will form the rest of the story.",4.5,drama,2013,allusirish  yamigautam,radhamohan,allusirish  yamigautam  prakashraj  nassar  pavitralokesh  l . b . sriram  haricharan,radhamohan  prakashraj  thamans  chandrabose,gouravam social drama rich product valu debutant allu sirish electrifi perform main highlight film radha mohan interest stori narrat thaman enchant music preetha beauti cinematographi well choreograph action danc sentiment scene attract movi movi start arjun allu sirish son rich man busi work father send villag call palli best friend shankar stay reach villag come know shankar gone miss past six month decid find young lawyer call yamini yami gautam come assist unravel mysteri form rest stori
fd0764a1-3496-11eb-bd85-780cb88b6f04,https://www.filmibeat.com/telugu/movies/nri.html,nri,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/nri-11561.jpg,Romance,19-Apr-13,,"Rohit, Mithuna",raghunandan,che,"Rohit, Mithuna, Srinivas Reddy, Hema, Gundu Hanumantha Rao, Ahuti Prasad, Fish Venkat","Raghunandan, Aneesh Raj Deshmukh",Aneesh Raj Deshmukh,Director/Producer Music Director,[],"NRI is a Telugu romance movie, directed by Raghunandan. The cast of NRI includes Rohit,Mithuna.",che,romance,2013,rohit  mithuna,raghunandan,rohit  mithuna  srinivasreddy  hema  gunduhanumantharao  ahutiprasad  fishvenkat,raghunandan  aneeshrajdeshmukh,nri telugu romanc movi direct raghunandan cast nri includ rohit mithuna
ff4ebde8-3496-11eb-9739-780cb88b6f04,https://www.filmibeat.com/telugu/movies/gunde-jaari-gallanthayyinde.html,gunde jaari gallanthayyinde,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/gunde-jaari-gallanthayyinde-12007.jpg,Romance,19-Apr-13,U/A,"Nitin, Nithya Menen",vijay kumar konda,3,"Nitin, Nithya Menen, Jwala Gutta, Isha Talwar, Ali, Thagubothu Ramesh, Raghu Babu, Ahuti Prasad, Sudha, Duvvasi Mohan, Bhuvana Chandra","Vijay Kumar Konda, Sudhakar Reddy N, Anoop Rubens, Krishna Chaitanya",Sudhakar Reddy N,Director Producer Music Director/Singer Lyricst Lyricst,"['A year after the release of Ishq, actor Nitin Kumar Reddy has made his comeback with his latest outing Gunde Jaari Gallanthayyinde (GJG), which has been directed by Vijay Kumar Konda. It is good entertainer with rich production elements. When compa..']","Gunde Jaari Gallanthayyinde is a romantic comedy entertianer movie in which, Nitin appears as a software engineer Karthik, who thinks he is the smartest guy on the earth, but he turns out be the biggest fool at the end.There are four central characters played by Nitin, Nithya Menon, Isha and a friend, but until the end, the viewers can not figure, who is wooing who. Nitin is a self-confessed fan of Pawan Kalyan and the the title Gunde Jaari Gallanthayyinde is taken from the lyrics of the song 'Dil Se' from his Gabbar Singh. He has also used the remix version of 'Nee Manase', a hit number from Pawan's Tholi Prema. Talking about the track, the actor says that it is going to be one of the main highlights in the movie.",3.75,romance,2013,nitin  nithyamenen,vijaykumarkonda,nitin  nithyamenen  jwalagutta  ishatalwar  ali  thagubothuramesh  raghubabu  ahutiprasad  sudha  duvvasimohan  bhuvanachandra,vijaykumarkonda  sudhakarreddyn  anooprubens  krishnachaitanya,gund jaari gallanthayyind romant comedi entertian movi nitin appear softwar engin karthik think smartest guy earth turn biggest fool end four central charact play nitin nithya menon isha friend end viewer figur woo nitin fan pawan kalyan titl gund jaari gallanthayyind taken lyric song gabbar singh also use remix version manas hit number pawan tholi prema talk track actor say go one main highlight movi
025c67b2-3497-11eb-8194-780cb88b6f04,https://www.filmibeat.com/telugu/movies/ose-ose-vadilesi-vellipoke.html,ose ose vadilesi vellipoke,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/ose-ose-vadilesi-vellipoke-12169.jpg,Romance,19-Apr-13,A,"Venkatesh, Akshara",shamugaraj,che,"Venkatesh, Akshara","Shamugaraj, Nallapu Ravindra Babu, Taj Noor",Nallapu Ravindra Babu,Director Producer Music Director,[],"Ose Ose Vadilesi Vellipoke is a Telugu romance movie, directed by Shamugaraj. The cast of Ose Ose Vadilesi Vellipoke includes Venkatesh,Akshara.",che,romance,2013,venkatesh  akshara,shamugaraj,venkatesh  akshara,shamugaraj  nallapuravindrababu  tajnoor,ose ose vadilesi vellipok telugu romanc movi direct shamugaraj cast ose ose vadilesi vellipok includ venkatesh akshara
06a6194d-3497-11eb-8767-780cb88b6f04,https://www.filmibeat.com/telugu/movies/chinna-cinema.html,chinna cinema,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/chinna-cinema-12367.jpg,Romance,19-Apr-13,U/A,"Arjun Kalyan, Sumona Chanda",ajay kamkampati,3,"Arjun Kalyan, Sumona Chanda, Gowtam Raju, Vennela Kishore, Thagubothu Ramesh, L.B.Sriram, M. Balayya","Ajay Kamkampati, Sekhar, Jyothi, Praveen Lakkaraju",Sekhar,Director Producer Producer Music Director,"['Debutante AK Kambhampati is an NRI, who has given up his job to purse his dream of filmmaking. His passion, dedication and hard work are clearly visible in his debut directorial venture Chinna Cinema starring newcomers Arjun Kalyan and Sumona Chand..']","Chinna Cinema movie is a romantic comedy entertainer in which, Ramu (Arjun Kalyan), who moves to the USA in search of a job and joins a grocery shop.His father (Surya) is an ardent follower of Bapiraju (M Balayya), who runs a special orphanage called Ramalayam, and he tries to help Ramalayam with the money sent by his son. But a greedy politician tries to take over Ramalayam. What happens to Ramalayam will form the rest of the story.",2,romance,2013,arjunkalyan  sumonachanda,ajaykamkampati,arjunkalyan  sumonachanda  gowtamraju  vennelakishore  thagubothuramesh  l . b . sriram  m . balayya,ajaykamkampati  sekhar  jyothi  praveenlakkaraju,chinna cinema movi romant comedi entertain ramu arjun kalyan move usa search job join groceri shop father surya ardent follow bapiraju balayya run special orphanag call ramalayam tri help ramalayam money sent son greedi politician tri take ramalayam happen ramalayam form rest stori
09ead22f-3497-11eb-a63d-780cb88b6f04,https://www.filmibeat.com/telugu/movies/nh4.html,nh4,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/nh4-12647.jpg,"Romance, Thriller",19-Apr-13,U/A,"Siddharth Narayan, Ashrita Shetty",manimaran,3,"Siddharth Narayan, Ashrita Shetty, Kishore, Kay Kay Menon, Ajai, Avinash, Ramya NSK","Manimaran, B Subrahmanyam, G V Prakash Kumar, Rahul Nambiar",B Subrahmanyam,Director Producer Music Director/Singer Singer Singer,"[""Vetrimaaran's last flick Aadukalam won a National Award. After this film, he announced Vada Chennai with producer Dayanidhi Azhagiri, but unfortunately the project is still in pre-production stage. Well, it did not deter him to much extent as he ca..""]","NH4 is a dubbed version of Tamil movie Udhayam NH4. It is an action - thriller movie directed by debutant Manikandan, a former associate of Vetrimaaran. The film features Siddharth and newcomer Ashrita Shetty in the lead roles. Vetrimaaran has written the script, done the screenplay, and also penned the dialogues for this film.The movie story is set against the backdrop of the National Highways leading to Bangalore.",5,romance thriller,2013,siddharthnarayan  ashritashetty,manimaran,siddharthnarayan  ashritashetty  kishore  kaykaymenon  ajai  avinash  ramyansk,manimaran  bsubrahmanyam  gvprakashkumar  rahulnambiar,dub version tamil movi udhayam action thriller movi direct debut manikandan former associ vetrimaaran film featur siddharth newcom ashrita shetti lead role vetrimaaran written script done screenplay also pen dialogu film movi stori set backdrop nation highway lead bangalor
0be59d02-3497-11eb-a2d6-780cb88b6f04,https://www.filmibeat.com/telugu/movies/oka-college-story.html,oka college story,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/oka-college-story-11588.jpg,Romance,13-Apr-13,,"Sravan, Monal Gajjar",t prabhakar,2,"Sravan, Monal Gajjar, Aarthi Puri, Vijay Bhaskar","T Prabhakar, T Rajaram Reddy, Kiran Thota",T Rajaram Reddy,Director/Music Director Producer Producer,"['Oka College Story, which was delayed for a long time due to financial problem, has finally hit the marquee last Friday. Directed by T Prabhakar, the movie stars Sravan and Monal Gajjar in lead roles. The film is a decent entertainer with a beautifu..']","Oka College Story is romance drama in which, The film begins with the students entering the CMR Medical College with a hope of becoming doctors. Surya (Sravan), Sindhu (Monal Gajjar), Maska Ramachandra Murthy, Kamesh, Rajesh, Rama and Rajkumar are good friends. Manohar (Manohar) is a senior student, who rags the juniors. Manohar's father is a minister and even the college management does not dare to take action against him. Once, Surya complaints against Manohar. In a bid to take revenge on him, Manohar kidnaps Surya's lover Sindhu.What does Manohar do with Sindhu? Does Surya save Sindhu from the clutches of Manohar? What are the repercussions of ragging? What kind of steps the college management takes to curb ragging? Answers to all these questions have to be seen on the screen. Sravan has no qualities of playing the role of a hero. His face is expression-less from the beginning till the end. He lacks the energy of a hero. He has tried his best to show good moments in dances. Some of the steps are good to watch.",4.75,romance,2013,sravan  monalgajjar,tprabhakar,sravan  monalgajjar  aarthipuri  vijaybhaskar,tprabhakar  trajaramreddy  kiranthota,oka colleg stori romanc drama film begin student enter cmr medic colleg hope becom doctor surya sravan sindhu monal gajjar maska ramachandra murthi kamesh rajesh rama rajkumar good friend manohar manohar senior student rag junior manohar father minist even colleg manag dare take action surya complaint manohar bid take reveng manohar kidnap surya lover sindhu manohar sindhu surya save sindhu clutch manohar repercuss rag kind step colleg manag take curb rag answer question seen screen sravan qualiti play role hero face begin till end lack energi hero tri best show good moment danc step good watch
0e6d0864-3497-11eb-a4f1-780cb88b6f04,https://www.filmibeat.com/telugu/movies/1234-andharu-engineerlae.html,1234 andharu engineerlae,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/1234-andharu-engineerlae-12425.jpg,Romance,12-Apr-13,,"Priya Anand, Nandha",rajeshlingam,2,"Priya Anand, Nandha, Amjad, Harish","Rajeshlingam, R Satyanarayana, Gangai Amaran, Vanamali",R Satyanarayana,Director Producer Music Director Lyricst,[],"1234 Andharu Engineerlae is a Telugu romance movie, directed by Rajeshlingam. The cast of 1234 Andharu Engineerlae includes Priya Anand,Nandha.",2.5,romance,2013,priyaanand  nandha,rajeshlingam,priyaanand  nandha  amjad  harish,rajeshlingam  rsatyanarayana  gangaiamaran  vanamali,andharu engineerla telugu romanc movi direct rajeshlingam cast andharu engineerla includ priya anand nandha
1120ffeb-3497-11eb-ab10-780cb88b6f04,https://www.filmibeat.com/telugu/movies/jai-sriram.html,jai sriram,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/jai-sriram-11817.jpg,"Action, Romance",11-Apr-13,A,"Uday Kiran, Reshma",balaji n sai,2,"Uday Kiran, Reshma, M.S.Narayana, Thagubothu Ramesh, Nagineedu, Chalapathi Rao, Bhargavi","Balaji N Sai, Tella Ramesh, Balaji, Varaprasad Nakkala",Tella Ramesh,Director Producer Music Director Lyricst Singer,"['Uday Kiran, who was last seen in Nuvvekaddunte Nenakkadunta, has made a grand comeback and his latest outing Jai Sriram has created headlines for several positive reasons. Although the actor has put in lot of efforts, the movie may not be able to r..']","Jai Sriram is a action drama movie in which, Uday Kiran playing a role of SP Sriram Srinivas, who is a honest police officer, who hates corruption and Actress Reshma playing the female lead role in this movie.  Jai Sriram movie directed by Balaji N Sai and Tella Ramesh producing this movie. Balaji scored music for this movie.",3.5,action romance,2013,udaykiran  reshma,balajinsai,udaykiran  reshma  m . s . narayana  thagubothuramesh  nagineedu  chalapathirao  bhargavi,balajinsai  tellaramesh  balaji  varaprasadnakkala,jai sriram action drama movi uday kiran play role sriram sriniva honest polic offic hate corrupt actress reshma play femal lead role movi jai sriram movi direct balaji sai tella ramesh produc movi balaji score music movi
13124f79-3497-11eb-bc7d-780cb88b6f04,https://www.filmibeat.com/telugu/movies/vasool-raja.html,vasool raja,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/vasul-raja-11940.jpg,"Action, Romance",11-Apr-13,,"Navdeep, Srihari",karthikeya gopala krishna,2,"Navdeep, Srihari, Ritu Barmecha, Brahmanandam, Satyam Rajesh, Sagar Narayana","Karthikeya Gopala Krishna, Bathula Rattan Pandey, Diwakar Mahankali, Chinni Charan",Bathula Rattan Pandey,Director Producer Producer Music Director/Lyricst Lyricst,"[""Telugu actor Navdeep's latest outing Vasool Raja is one of the much-hyped Telugu movies of 2013 and its title has created a lot of curiosity among the film goers. But the movie is not up to the expected mark. Despite having several surprise element..""]","Vasool Raja is an aciton thriller movie in which, Navdeep playing a role of gangster along with Srihari in cop role. Ritu Barmecha will be essaying female lead.",2.25,action romance,2013,navdeep  srihari,karthikeyagopalakrishna,navdeep  srihari  ritubarmecha  brahmanandam  satyamrajesh  sagarnarayana,karthikeyagopalakrishna  bathularattanpandey  diwakarmahankali  chinnicharan,vasool raja aciton thriller movi navdeep play role gangster along srihari cop role ritu barmecha essay femal lead
14471209-3497-11eb-a9d7-780cb88b6f04,https://www.filmibeat.com/telugu/movies/crazy.html,crazy,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/crazy-12265.jpg,"Comedy, Romance",11-Apr-13,,"Arya, Hansika Motwani",r kannan,2.5,"Arya, Hansika Motwani, Anjali, Premgi Amaren, Santhanam, Nassar, Suraj","R Kannan, Suresh Kondeti, Thaman S, Ponduri",Suresh Kondeti,Director Producer Music Director Lyricst Singer,[],"Crazy movie is a dubbed version of Tamil movie Settai, which is a romantic comedy entertainer where the story deals with three roommates, Arya, a journalist, a graphic artist played by Premgi and a reporter Santhanam. They are chased around city by gangsters after a stool sample mix-up. Hansika, an air hostess and the girlfriend of Arya, gets a packet and she passes it to her beau. Arya carelessly hands over it to Santhanam to take it to home. On his way to home, Santhanam is distracted by a streetside tandoori chicken stand of dubious hygienic standards and eats chicken that upsets his stomach. Immediately, he meets a doctor, who asks for a stool sample and the characters soon learn that it's unwise to mix up one's stool sample with a million-dollar packet, thereby triggering to set the plot in motion. Now, the three friends are targeted by a suitably cold-blooded criminal and his gang. What happens next should be seen on-screen.",2.75,comedy romance,2013,arya  hansikamotwani,rkannan,arya  hansikamotwani  anjali  premgiamaren  santhanam  nassar  suraj,rkannan  sureshkondeti  thamans  ponduri,crazi movi dub version tamil movi settai romant comedi entertain stori deal three roommat arya journalist graphic artist play premgi report santhanam chase around citi gangster stool sampl hansika air hostess girlfriend arya get packet pass beau arya carelessli hand santhanam take home way home santhanam distract streetsid tandoori chicken stand dubiou hygien standard eat chicken upset stomach immedi meet doctor ask stool sampl charact soon learn unwis mix one stool sampl packet therebi trigger set plot motion three friend target suitabl crimin gang happen next seen
149e5434-3497-11eb-9da0-780cb88b6f04,https://www.filmibeat.com/telugu/movies/gola-seenu.html,gola seenu,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/gola-seenu-12526.jpg,"Comedy, Romance",6-Apr-13,,"Srinivas, Tashu Kaushik",raj kandukuri,2,"Srinivas, Tashu Kaushik, Kota Srinivasa Rao, Giri Babu, Suman Shetty, Jeeva, Raghu Karumanchi, Duvvasi Mohan, Ramajogaya Sastry","Raj Kandukuri, Jyotsya Bhatla, Sirivennela, Ananth Sriram",Jyotsya Bhatla,Director/Producer Music Director Lyricst Lyricst Lyricst,[],"Gola Seenu is a comedy entertainer movie. In which, Sri of Ee Rojullo movie fame is playing the lead role along with Tashu Kaushik in the female lead. Gautham Buddha movie fame director Raj Kandukuri is directing and as well as producing this movie under Dharmapatha Creations banner. Jyotsya Bhatla is scoring music.",2.5,comedy romance,2013,srinivas  tashukaushik,rajkandukuri,srinivas  tashukaushik  kotasrinivasarao  giribabu  sumanshetty  jeeva  raghukarumanchi  duvvasimohan  ramajogayasastry,rajkandukuri  jyotsyabhatla  sirivennela  ananthsriram,gola seenu comedi entertain movi sri rojullo movi fame play lead role along tashu kaushik femal lead gautham buddha movi fame director raj kandukuri direct well produc movi dharmapatha creation banner jyotsya bhatla score music
1679ab62-3497-11eb-9afc-780cb88b6f04,https://www.filmibeat.com/telugu/movies/baadshah.html,baadshah,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/baadshah-11268.jpg,"Action, Romance",5-Apr-13,U/A,"Jr. Ntr, Kajal Aggarwal",srinu vytla,3.5,"Jr. Ntr, Kajal Aggarwal, Siddharth Narayan, Navdeep, Brahmanandam, Nassar, M.S.Narayana, Kelly Dorji, Mukesh Rishi, Ashish Vidhyarthi, Ramajogaya Sastry","Srinu Vytla, Bandla Ganesh, Thaman S, Krishna Chaitanya",Bandla Ganesh,Director Producer Music Director Lyricst Lyricst,"[""Srinu Vaitla's latest directorial venture Baadshah starring Junior NTR and Kajal Aggarwal in leads, has created lot of curiosity among the film goers. Although it has a routine story, the film makes sure that it reaches the expectations that it has..""]","Baadshah is an romantic action entertainer movie In which, Junior NTR is playing a contract killer, while Kajal Agarwal appears as his love interest Janaki in Baadshah. Mukesh Rushi is essaying the role of a Mafia leader, while Navdeep reprises the role of his son and his character has negative shades. Prakash Raj, Ritu Varma, Ajay, Supreet and Brahmanandam are playing other important roles in it.Junior NTR's performance is going to be the main highlight in Baadshah. His flamboyant look, stylish action, trendy dance moves and dialogue delivery featured in the promos have already soared up the viewers' expectations to sky high. Siddharth's cameo, Mahesh Babu's voice-over and Meenakshi Dixit's item song will be among other attractions in the film.Srinu Vaitla has already impressed the Telugu audience with his perfect direction and his comedy mark is the main secret to his success. The director, who has been adept in handling full length comedy films, looks very confident with Baadshah. He is going to feature Brahmanandam in a new way, which is going to be another highlight in the film.Gopimohan and Kona Venkat have penned powerful punch dialogues for Baadshah. Junior NTR's dailogue - ""Baadshah decide ayithe, war one side ayipoddhi"" has grabbed the attention of many.",4.5,action romance,2013,jr . ntr  kajalaggarwal,srinuvytla,jr . ntr  kajalaggarwal  siddharthnarayan  navdeep  brahmanandam  nassar  m . s . narayana  kellydorji  mukeshrishi  ashishvidhyarthi  ramajogayasastry,srinuvytla  bandlaganesh  thamans  krishnachaitanya,baadshah romant action entertain movi junior ntr play contract killer kajal agarw appear love interest janaki baadshah mukesh rushi essay role mafia leader navdeep repris role son charact neg shade prakash raj ritu varma ajay supreet brahmanandam play import role junior ntr perform go main highlight baadshah flamboy look stylish action trendi danc move dialogu deliveri featur promo alreadi soar viewer expect sky high siddharth cameo mahesh babu meenakshi dixit item song among attract film srinu vaitla alreadi impress telugu audienc perfect direct comedi mark main secret success director adept handl full length comedi film look confid baadshah go featur brahmanandam new way go anoth highlight film gopimohan kona venkat pen power punch dialogu baadshah junior ntr dailogu baadshah decid ayith war one side ayipoddhi grab attent mani
16e6e514-3497-11eb-83eb-780cb88b6f04,https://www.filmibeat.com/telugu/movies/iddarammayilatho.html,iddarammayilatho,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/iddarammayilatho-20130603145455-11933.jpg,"Action, Romance",31-May-13,U/A,"Allu Arjun, Amala Paul",puri jagannadh,3,"Allu Arjun, Amala Paul, Catherine Tresa, Devshi Khanduri, Brahmanandam, Nassar, Ali, Subbaraju, Srinivas Reddy, Kaajal Vashisht, Vishwa","Puri Jagannadh, Bandla Ganesh, Devi Sri Prasad, Ramajogaya Sastry",Bandla Ganesh,Director Producer Music Director/Lyricst Lyricst Lyricst,"['Allu Arjun and Puri Jagannath combination has worked its wonders yet again. The movie Iddarammayilatho, directed by Puri Jagannath and Produced by Bandla Ganesh, has proved to be an all-round entertainer. The actors Allu Arjun, Amala Paul and Kathe..']","Iddarammayilatho is a romantic musical entertainer in which, Allu Arjun, Amala Paul and Catherine Tresa are playing the main lead roles.   The story is about a guitarist Sanju Reddy (Allu Arjun). He is a lead guitarist for a band based in Spain. Then comes Akanksha (Catherine Tresa), a rich kid of an Indian politician, who comes to Spain for higher studies. She is drawn to this particular dairy in Spain. The reason for this interest is because of the love-story of the previous owner of this Dairy. The owner being Komali Sankarabharanam(Amala Paul). And yes the love-story is about Sanju and Komali.Puri Jagannadh directing this movie under Bandla Ganesh production banner Parameswara Arts. Devi Sri Prasad scored music for this film.",2.5,action romance,2013,alluarjun  amalapaul,purijagannadh,alluarjun  amalapaul  catherinetresa  devshikhanduri  brahmanandam  nassar  ali  subbaraju  srinivasreddy  kaajalvashisht  vishwa,purijagannadh  bandlaganesh  devisriprasad  ramajogayasastry,iddarammayilatho romant music entertain allu arjun amala paul catherin tresa play main lead role stori guitarist sanju reddi allu arjun lead guitarist band base spain come akanksha catherin tresa rich kid indian politician come spain higher studi drawn particular dairi spain reason interest previou owner dairi owner komali sankarabharanam amala paul ye sanju komali puri jagannadh direct movi bandla ganesh product banner parameswara art devi sri prasad score music film
1760ef99-3497-11eb-aed9-780cb88b6f04,https://www.filmibeat.com/telugu/movies/chukkalanti-ammayi-chakkanaina-abbayi.html,chukkalanti ammayi chakkanaina abbayi,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/chukkalanti-ammayi-chakkanaina-abbayi-20130521114235-5232.jpg,Romance,25-May-13,U,"Tarun, Vimala Raman",v.n.aditya,2,"Tarun, Vimala Raman, Brahmanandam, Dharmavarapu Subramanyam, Chitram Sreenu, Vijay Sai, Rahaman","V.N.Aditya, Srinivasa Rao, Raju Hirwani, Anoop Rubens",Srinivasa Rao,Director Producer Producer Music Director Lyricst,[],"Chukkalanti Ammayi Chakkanaina Abbayi is a Telugu romance movie, directed by V.n.aditya. The cast of Chukkalanti Ammayi Chakkanaina Abbayi includes Tarun,Vimala Raman.",4,romance,2013,tarun  vimalaraman,v . n . aditya,tarun  vimalaraman  brahmanandam  dharmavarapusubramanyam  chitramsreenu  vijaysai  rahaman,v . n . aditya  srinivasarao  rajuhirwani  anooprubens,chukkalanti ammayi chakkanaina abbayi telugu romanc movi direct aditya cast chukkalanti ammayi chakkanaina abbayi includ tarun vimala raman
17c77362-3497-11eb-a4d3-780cb88b6f04,https://www.filmibeat.com/telugu/movies/dasa-thirigindi.html,dasa thirigindi,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/dasa-thirigindi-20130521172300-11967.jpg,Thriller,25-May-13,,"Shivaji, Sada",satti srinivasa reddy,2.5,"Shivaji, Sada, Krishna Bhagawan, Fish Venkat","Satti Srinivasa Reddy, S Ratnamaiah",S Ratnamaiah,Director Producer,[],"Dasa Thirigindi is a Telugu thriller movie, directed by Satti Srinivasa Reddy. The cast of Dasa Thirigindi includes Shivaji,Sada.",2.5,thriller,2013,shivaji  sada,sattisrinivasareddy,shivaji  sada  krishnabhagawan  fishvenkat,sattisrinivasareddy  sratnamaiah,dasa thirigindi telugu thriller movi direct satti srinivasa reddi cast dasa thirigindi includ shivaji sada
183103cc-3497-11eb-a8fc-780cb88b6f04,https://www.filmibeat.com/telugu/movies/chemistry.html,chemistry,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/chemistry-11291.jpg,Romance,24-May-13,,"Sriram, Amitha Rao",vachaspathi,2,"Sriram, Amitha Rao","Vachaspathi, Uday Kumar, Ghantasala Vishwanath, Kittu Vissaapragada",Uday Kumar,Director Producer Music Director Lyricst,[],"Chemistry is a Telugu romance movie, directed by Vachaspathi. The cast of Chemistry includes Sriram,Amitha Rao.",4.5,romance,2013,sriram  amitharao,vachaspathi,sriram  amitharao,vachaspathi  udaykumar  ghantasalavishwanath  kittuvissaapragada,chemistri telugu romanc movi direct vachaspathi cast chemistri includ sriram amitha rao
18c23d2f-3497-11eb-b32e-780cb88b6f04,https://www.filmibeat.com/telugu/movies/143-hyderabad.html,143 hyderabad,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/143-hyderabad-12523.jpg,Thriller,24-May-13,A,"Jagan, Anand Chakravarthy K",anand chakravarthy k,2.5,"Jagan, Anand Chakravarthy K, Sai Dhanshika, Lakshmi Nair, Adithya Menon, Kumaravel","Anand Chakravarthy K, Srinivas Damera, Lakshman, Selvaganesh",Srinivas Damera,Director Producer Producer Music Director,[],"143 Hyderabad is a Telugu thriller movie, directed by Anand Chakravarthy K. The cast of 143 Hyderabad includes Jagan,Anand Chakravarthy K.",1.5,thriller,2013,jagan  anandchakravarthyk,anandchakravarthyk,jagan  anandchakravarthyk  saidhanshika  lakshminair  adithyamenon  kumaravel,anandchakravarthyk  srinivasdamera  lakshman  selvaganesh,hyderabad telugu thriller movi direct anand chakravarthi cast hyderabad includ jagan anand chakravarthi
1936ca30-3497-11eb-9a6c-780cb88b6f04,https://www.filmibeat.com/telugu/movies/doravari-satram.html,doravari satram,https://www.filmibeat.com/img/190x100x237/popcorn/movie_posters/doravari-satram-20130524100228-12783.jpg,Drama,24-May-13,,"Dileep, Meera Nandan",lal jose,2,"Dileep, Meera Nandan, Reena Bashir, Biju Menon, Innocent, Mala Aravindhan, Salim Kumar, Sukumari, Vanitha Krishnachandran","Lal Jose, P Doreswamy, Vidyasagar",P Doreswamy,Director Producer Music Director,[],"Doravari Satram is a Telugu drama movie, directed by Lal Jose. The cast of Doravari Satram includes Dileep,Meera Nandan.",3,drama,2013,dileep  meeranandan,laljose,dileep  meeranandan  reenabashir  bijumenon  innocent  malaaravindhan  salimkumar  sukumari  vanithakrishnachandran,laljose  pdoreswamy  vidyasagar,doravari satram telugu drama movi direct lal jose cast doravari satram includ dileep meera nandan
